manufacturer;name;category;product_url;price;image_url;description;sku;currency;stock;ProductWeight;identifier;net_price
Bayer;"SIVANTO PRIME SL200  II. KAT 1/1";"Növényvédő szer > Rovarölők";https://www.online-gazda.hu/sivanto-prime-sl200-ii-kat-1-1_p2998;21600;https://www.online-gazda.hu/img/products//medium/SIVANTO_PRIME_SL200_II_KAT_1_1.jpg;"Rovarölő szer almafélék, szőlő, szamóca, paradicsom, paprika, uborka, tojásgyümölcs, cukkini, saláta és dísznövények védelmére.  Hatóanyag: 200 g/l flupiradifuron (17,04 ± 1,02 m/m%) Formuláció: vízoldható koncentrátum (SL) Forgalmazási kategória: II. Földi kijuttatás: A permetlé mennyiségét a kezelendő lombfelület nagyságától függően kell megválasztani. Az olajos hatásfokozót is tartalmazó kombináció a perzselési tünetek elkerülése érdekében elemi ként tartalmazó szerekkel nem keverhető. A készítmény tebukonazol tartalmú növényvédő szerrel együtt tankkeverékként alkalmazva, virágzó kultúrákban vagy mézharmat és a virágzó gyomnövények jelenléte esetén, illetve ha a területet bármely okból a méhek látogatják, kizárólag méhkímélő technológiával juttatható ki. Ilyenkor a védekezés csak a méhek repülési időszakának befejezését követően, legkorábban a csillagászati naplemente előtt egy órával kezdhető meg. A kezelést 23 óráig be kell fejezni, illetve 23 órától a következő nap alkonyatáig szüneteltetni kell. Légi kijuttatás: Nem engedélyezett.  Vízi szervezetekre való veszélyesség: kifejezetten veszélyes Méhveszélyesség: nem jelölésköteles Tűzveszélyességi besorolás: nem jelölésköteles  Almában, birsben, naspolyában és körtében levéltetvek ellen a kezelést a felszaporodás kezdetén, az első telepek megjelenésekor célszerű elvégezni. Nagyobb fertőzési nyomás esetén a nagyobb dózis használata ajánlott. A kisebb 0,4 l/ha-os dózis évente egyszer, a magasabb 0,6 l/ha-os dózis minden második évben juttatható ki. Körte-levélbolha ellen a kezelést, a készítmény lárvaölő hatására alapozva, előrejelzés alapján, a fiatal lárvák ellen célszerű időzíteni 0,9 l/ha dózisban. A készítmény hatékonysága hatásfokozó segédanyag hozzáadásával növelhető, azonban ez növeli a növényperzselés veszélyét, ezért ajánlott kisebb felületen próbapermetezést végezni.  Szőlőben amerikai szőlőkabóca ellen a második, harmadik stádiumú lárvák ellen célszerű védekezni. Mivel a kikelt lárvák a keléstől számított 30-40 napig nem képesek a fitoplazma terjesztésére, ezért az első lárvák megjelenésétől számított 30 nap után végzett kezeléssel tudjuk jó eséllyel a betegség terjedését megakadályozni. A fürtvirágzat nyúlása idején a javasolt dózis 0,4 l/ha, a zsendülés idején azonban 0,5 l/ha alkalmazása javasolt.  Hajtatott szamócában a védekezést levéltetvek ellen az első telepek megjelenésekor kell elvégezni. A kezelések elvégzésekor ügyeljünk a megfelelő permetlé fedettség biztosítására a szívleveleken és a képződött kacsokon is.  Hajtatott paprikában a levéltetvek elleni kezeléseket az egyedek betelepedésekor ajánlott elkezdeni, és annak intenzitása szerint, 10-14 nap múlva célszerű ismételni.  Hajtatott paradicsomban és tojásgyümölcsben molytetvek ellen a szer csak a kifejlett, mozgó alakkal illetve az első stádiumú lárvákkal szemben rendelkezik megfelelő hatással, ezért a védekezéseknél, kombinációs partnerként a rovarok fejlődését szabályozó készítmények (keto-enol lipid bioszintézis gátlók, juvenil hormonok stb.) alkalmazása szükséges. A kezeléseket a rajzásmegfigyelés alapján célszerű megkezdeni.  Hajtatott uborkában és cukkiniben a levéltetvek elleni permetezést a telepek korai kialakulásának stádiumában javasolt kezdeni, és további felszaporodás esetén, 10-14 nap múlva célszerű megismételni. Egyes uborkafajták érzékenyebbek lehetnek a flupiradifuron hatóanyagra, ezért mindenképpen ajánlott kisebb felületen próbapermetezést végezni.  Szabadföldi salátában az első levéltetű-kolóniák megjelenésének észlelésekor indokolt a védekezés elkezdése. Bár a készítmény felszívódó, de a védekezés célja annak megakadályozása, hogy a levéltetvek a salátafejbe is bejussanak.  Dísznövényekben a sörtés- és kéregtetvek többsége az év folyamán nem vált tápnövényt, így a dísznövények, díszfa- és díszcserjefajok esetében a védekezés már az áttelelt petékből kelt (részleges [anholociklikus] szaporodásmódú populációknál az áttelelt) nemzedék ellen megkezdődhet, és a megfigyelések alapján a vegetáció során is lehetséges. Nyár közepétől azonban bizonyos sörtés tetű fajoknál nyugvólárvák találhatók a populációban. Ebben az esetben a kezeléseket csak azok aktivizálódása, hímet és ivarosan szaporodó nőstényt szülő alakká fejlődése után javasolt elvégezni 0,5 l/ha dózisban. A tápnövényt váltó levéltetvek fő gazdanövényein, tavasszal az áttelelt petékből kelt nemzedék és az esetlegesen túlszaporodó utódai ellen célszerű védekezni. Ősszel viszont a rajzásmegfigyelések alapján, a visszatelepülő ivaros nőstényt szülő és a tojást rakó alak ellen kell irányítani a kezeléseket. A tápnövényváltó fajok nyári gazdanövényein a védekezéseket az egyedek betelepedésekor, a telepek megjelenése előtt ajánlott megkezdeni, és 7-14 naponként a kártételi veszélyhelyzet szerint célszerű ismételni. Az egygazdás fajok esetében a kezeléseket szintén a kolóniák kialakulása előtt, a megfigyelésekre alapozva kell elvégezni 0,5 l/ha dózisban.  Munkaegészségügyi várakozási idő: 0 nap Élelmezés-egészségügyi várakozási idő: alma, birs, naspolya, körte, szőlő(bor, csemege): 14 nap, szamóca, paradicsom, paprika, uborka, tojásgyümölcs, cukkini, saláta: 3 nap";8390;HUF;0.00;"1.50 kg";2998;17008
Bayer;"FOLICUR SOLO   II.KAT 5/1";"Növényvédő szer > Gombaölők";https://www.online-gazda.hu/folicur-solo-ii-kat-5-1_p2999;54500;https://www.online-gazda.hu/img/products//medium/FOLICUR_SOLO_II_KAT_5_1.jpg;"Gombaölő permetezőszer csonthéjasok, alma, szőlő, kalászosok és őszi káposztarepce védelmére  Hatóanyaga: 250 g/l tebukonazol Forgalmazási kategória: II.&nbsp;  Hatóanyaga, a tebukonazol, triazol típusú, szisztémikus gombaölő hatóanyag. Széles hatásspektrumának köszönhetően eredményesen alkalmazható különféle növények rendkívül sokféle gombabetegsége ellen. Emellett az őszi káposztarepcében különösen előnyös növekedésszabályozó hatással is rendelkezik.  Kijuttatási mennyiség: 0,75-1,0 l/ha  Munkaegészségügyi várakozási idő: 0 nap Élelmezés-egészségügyi várakozási idő: őszi káposztarepce: 35 nap kalászosok: 30 szőlő: 35 nap csonthéjasok: 14 nap alma: 28 nap";8391;HUF;0.00;"6.00 kg";2999;42913
"Belchim Crop Protection";"AXIDOR  II.KAT 5/1";"Növényvédő szer > Gombaölők";https://www.online-gazda.hu/axidor-ii-kat-5-1_p3000;31950;https://www.online-gazda.hu/img/products//medium/AXIDOR_II_KAT_5_1.jpg;"Hatóanyagtartalom: propamokarb-hidroklorid &nbsp;(vegyület a karbaminsav-származékok csoportjából) &nbsp;400 g / l (36,87%). cymoxanil &nbsp;(vegyület az iminoacetil-karbamidok csoportjából) - &nbsp;50 g / l (4,61%)  Forgalmazási kategória: II.  Gombaölő szer, koncentrált szuszpenzió formájában, mély és szisztematikus hatású vízzel való hígításhoz, a burgonyavész megelőzésének védelmére, és kezelésére.&nbsp;  Kijuttatási mennyisége: 2.5l/ha&nbsp;";8392;HUF;0.00;"6.00 kg";3000;25157
Syngenta;"FULL 5CS  1L";"Növényvédő szer > Rovarölők";https://www.online-gazda.hu/full-5cs-1l_p3001;17800;https://www.online-gazda.hu/img/products//medium/FULL_5CS_1L.jpg;"&nbsp; &nbsp; &nbsp;Full 5CS Forgalmazási kategória: III. A Full 5 CS azonos a Karate Zeon 5 CS rovarölő permetezőszerrel. Hatóanyag: 50g/liter lambdacihalotrin. Széles hatásspektrumú rovarölő szer cukorrépa,kalászos,kukorica(takarmány,vetőmag,csemege),napraforgó,valamennyi zöldség és gyümölcsfélék,zöld fűszer-és gyógynövény kultúrák rovarkártevő ellen. Kijuttatási mennyisége: 0,15-0,3 l/ha,";8393;HUF;0.00;"1.50 kg";3001;14016
"Dow AgroSciences Ltd.,";"TALENTUM 20EW   II.KAT 1/1";"Növényvédő szer > Gombaölők";https://www.online-gazda.hu/talentum-20ew-ii-kat-1-1_p3002;15690;https://www.online-gazda.hu/img/products//medium/TALENTUM_20EW_II_KAT_1_1.jpg;"Hatóanyagtartalom: miklobutanil 200 g/l. A miklobutanil a triazolok (FRAC G) közé tartozik. A vegyszer a növényfelületre jutás helyén a kezelést követően gyorsan felszívódik, szisztemikus (felszívódó) hatású. A gomba továbbszaporodásához szükséges ergoszterol bioszintézist gátolja, aminek hiányában a gomba elpusztul. 8-10 napos preventív és 72 órás kuratív hatással rendelkezik. A növényvédő szereket mindig biztonságosan és felelősségteljesen használja! A készítmény felhasználása előtt olvassa el és kövesse a termék csomagolásán lévő címke felhasználási utasításait valamint az engedélyokiratban szereplő előírásokat!  Felhasználható: alma, körte, cseresznye, meggy, szőlő, uborka, cukkini, paprika, paradicsom, padlizsán, szamóca, ribiszke, dísznövény kultúrákban, varasodás, lisztharmat, monília, feketerothadás, rozsda ellen 0,15-0,45 l/ha  Forgalmazási kategória: II.&nbsp;";8394;HUF;0.00;"1.30 kg";3002;12354
Bayer;"SENCOR 600 SC  II.KAT 1/1";"Növényvédő szer > Gombaölők > Gyomirtók";https://www.online-gazda.hu/sencor-600-sc-ii-kat-1-1_p3003;18650;https://www.online-gazda.hu/img/products//medium/SENCOR_600_SC_II_KAT_1_1.jpg;"Hatóanyagtartalom: 600 g/l metribuzin&nbsp; Formuláció: szuszpenzió koncentrátum (SC) Veszélyjel: Vízi szervezetekre kifejezetten veszélyes. Méhekre nem jelölésköteles.  Forgalmazási kategória: II.  Dózis: 0,55-0,9 l/ha  Folyékony gyomirtó permetezőszer burgonya, paradicsom, szója és spárga gyommentesítésére. Több mint 30 éves kitartó munka után a Sencor most megújult. Új formája folyékony, ami könnyen kezelhető, pontosan mérhető. A Sencor 600 SC továbbra is a burgonya és más kétszikű kultúrák gyomirtásának alapkészítménye. Nagy hatékonyságú, széles hatásspektrumú szelektív gyomirtó szer, a burgonya mellett más fontos kultúrákban is használható, mint a magról vetett és palántázott paradicsom, a szója és a spárga. Kitűnő hatású a legtöbb kétszikű, és számos egyszikű gyomnövény ellen.";8395;HUF;0.00;"1.50 kg";3003;14685
;"HÓLAPÁT ÖBLÖS DB";"Szerszám > Ásó, kapa, lapát";https://www.online-gazda.hu/holapat-oblos-db_p3004;870;https://www.online-gazda.hu/img/products//medium/HOLAPAT_OBLOS_DB_5dcfcf49ad6b6.jpg;"A hólapát fej, 38 cm (nyél nélkül) ideális eszköz a hóval betakart területek, járdák tisztítására. A hólapát fej szélessége 380&nbsp;mm, amely élvédővel ellátott, így könnyedén eltávolíthatja a letapadt, jeges havat is.&nbsp;";8396;HUF;0.00;"850 g";3004;685
;"HÓLAPÁT FÉM 450CM DB";"Szerszám > Ásó, kapa, lapát";https://www.online-gazda.hu/holapat-fem-450cm-db_p3005;990;https://www.online-gazda.hu/img/products//medium/HOLAPAT_FEM_450CM_DB_5dcfd1213a777.jpg;"A hólapát fej, 45 cm (nyél nélkül) ideális eszköz a hóval betakart területek, járdák tisztítására. A hólapát fej szélessége 450 mm, így könnyedén eltávolíthatja a letapadt, jeges havat is.&nbsp;";8397;HUF;0.00;"1.250 kg";3005;780
"Analóg Kft";"ÁGFŰRÉSZ CSUKHATÓ 180MM DB";"Szerszám > Ágvágó, fűrész";https://www.online-gazda.hu/agfuresz-csukhato-180mm-db_p3006;1190;https://www.online-gazda.hu/img/products//medium/AGFURESZ_CSUKHATO_180MM_DB.jpg;"Ágvágó fűrész összecsukható 18 cm HK440 ergonomikus markolat. &nbsp;";8398;HUF;0.00;"200 g";3006;937
;"PURHAB SOUDAL MEGA 600ML 0.6/1";"Barkács eszközök > Ragasztó";https://www.online-gazda.hu/purhab-soudal-mega-600ml-0-6-1_p3007;1890;https://www.online-gazda.hu/img/products//medium/PURHAB_SOUDAL_MEGA_600ML_0_6_1.jpg;"Szerelő ragasztóhab fokozott kiadóssággal és (multi pozíciós) kivitelben, mely lehetővé teszi, hogy bármilyen helyzetben használhassuk a terméket  Jellemzők:  Nagy kiadósság- több mint 66% a többi hagyományos habbal szemben Speciális adagolófej, amivel minden pozícióban dolgozhat Alacsony dagadás- különösen alkalmas az érzékeny PVC és Alumínium profilokhoz . Kiváló tapadóerő a fa és fatartalmú anyagokhoz, PVC, Alumínium és más fémek ( festett is) betonhoz, vakolathoz, téglához, mázas felületekhez, stb… Felhasználás:  Tömítéshez és rögzítéshez ablak és ajtókeretekhez, fa,PVC, és alumínium esetén Üreges vázszerkezetek hang és hőszigetelő kitöltéséhez il. kádak, zuhanytálcák alá, stb… Hő és hangszigeteléshez falcsatlakozáshoz, padló és födém esetén, tetőtérbe, stb… Ragasztáshoz és tömítéshez párkányt, könyöklő, redőny, spaletta, lépcső esetén, stb… Hőszigetelésként fűtés és meleg víz rendszerekhez, fürdő és vizes helységekben Csőáttörések kitöltéséhez, födém és fal esetén, stb…";8399;HUF;0.00;"800 g";3007;1488
"Armeti Kft.";"SZÓRÓFEJ 3/1"" AJTS6005 DB";"Öntözés technika > Szórófej, Csepegtető";https://www.online-gazda.hu/szorofej-3-1-ajts6005-db_p3008;1390;https://www.online-gazda.hu/img/products//medium/SZOROFEJ_3_1_AJTS6005_DB.jpg;"LOCSOLÓ, BELSŐMENETES 3/4 AQUA JET, 20M(K100) AJTS6005  Csatlakozás: 3/4&#34; külső Fúvókák száma: 2 Nyomás: 2-5bar Víz áramlás: 1,8-2,2m³/h Öntözés sugara: 8-10 méter Öntözés átmérője: 16-20 méter";8400;HUF;0.00;"300 g";3008;1094
"AGROKEMIA Sellye";"NONIT 5 Kg.";"Növényvédő szer > Egyéb szerek és adalékok";https://www.online-gazda.hu/nonit-5-kg_p3009;13150;https://www.online-gazda.hu/img/products//medium/NONIT_5_Kg.jpg;"ADALÉK ANYAG permetszerekhez nedvesítő szer,fokozza a permetszer szétterülését a levélen,odatapadását,0,025-0,1% dózisban.";8401;HUF;0.00;"6.00 kg";3009;10354
"Sharda Cropchem Ltd.";"BENTA  5LIT 5/1";"Növényvédő szer > Gombaölők > Gyomirtók";https://www.online-gazda.hu/benta-5lit-5-1_p3010;49800;https://www.online-gazda.hu/img/products//medium/BENTA_5LIT_5_1.jpg;"Posztemergens gyomirtó permetezőszer babban, borsóban és szójában magról kelő kétszikű gyomnövények ellen.  A Benta® 480 SL gyomirtó permetezőszer hatóanyag a bentazon-dietanol-amin-só, a fotoszintézist gátló gyomirtó szerek csoportjába tartozik. A fotoszintézis során a második fotokémiai rendszer (PS-2) végzi a növénybe bejutott víz fényindukált elbontását protonokká, elektronokká, valamint molekuláris oxigénné. Ezt a folyamatot gátolja a gyomnövények levelén keresztül bejutottgyomirtó szer, ezzel megakadályozza a CO2 beépülését a szerves anyagokba és az oxigéntermelést.  A Benta® 480 SL kipermetezését követően az első tünete, napos időben, pár órán belül sárgulás formájában jelentkeznek a gyomnövények levelein. Látványosabb pusztulásuk 2-4 nap múlva következik be. Hűvös időben csak a gyomnövények növekedése áll le, a tünetek pedig később jelentkeznek. Ezért a magasabb hőmérséklet, páratartalom (60,0 % feletti) és a napfény fokozzák a biológiai hatékonyságát. Az aszályos és a hűvös időjárás kedvezőtlenül befolyásolják a gyomnövényekre gyakorolt hatását. A magról kelő kétszikű gyomnövények ellen hatékony, az évelő kétszikű gyomok leveleit csak leperzseli.  &nbsp;A Benta® 480 SL alkalmazásának előnyei:  könnyű kezelhetőség megbízható biológiai hatékonyság a kétszikű gyomok ellen kontakthatás, nincs kötöttség az utóvetemény tekintetében biztosan megtérülő, gazdaságos befektetés A Benta® 480 SL felhasználható:  Borsóban (zöld, száraz) a kultúrnövény 8-12 cm-es fejlettségénél, az első valódi lomblevél megjelenésétől a 2. lomblevél kifejlődéséig (BBCH 10-12), a magról kelő kétszikű gyomfajok 2-4 valódi leveles állapotában kell a kezelést elvégezni. Borsóban a készítmény kombinálható egyéb, a kultúrában kétszikű gyomnövények ellen engedélyezett készítménnyel, annak engedélyokiratában meghatározott dózisával. Kombináció esetében mindig figyelembe kell venni a kombinációs partner kijuttatási paramétereit!  Babban (zöld, száraz) a kezelést a kultúrnövény 8-12 cm-es fejlettségénél, 1-3 lombleveles állapotában (BBCH 11-13), a magról kelő kétszikű gyomnövények 2-4 leveles fejlettségi állapotában kell elvegezni, 2,0 l/ha szermennyiséggel. Babban a kezelést követően levélfoltosság, depresszió léphet fel, de ezt a növények rövid időn belül kiheverik. Fajtaérzékenység előfordulhat.  Szójában a kezelést a kultúrnövény 8-12 cm-es fejlettségénél, 1-3 lombleveles állapotában (BBCH 11-13), a magról kelő kétszikű gyomnövények 2-4 leveles fejlettségi állapotában kell elvegezni, 2,0 l/ha szermennyiséggel. Szójában a készítmény kombinálható egyéb, a kultúrában kétszikű gyomnövények ellen engedélyezett készítménnyel, annak engedélyokiratában meghatározott dózisával. Kombináció esetében mindig figyelembe kell venni a kombinációs partner kijuttatási paramétereit!  Figyelem: 25°C feletti hőmérsékleten, a fokozott fitotoxicitási veszély miatt tilos a készítménnyel permetezni! A készítményt alacsony nyomáson, közepes cseppmérettel kell kijuttatni.  Légi kijuttatása nem engedélyezett.";8402;HUF;0.00;"6.30 kg";3010;39213
"Beorol ";"MÉRŐSZALAG 50M   MTP50 BEOROL DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/meroszalag-50m-mtp50-beorol-db_p3011;3150;https://www.online-gazda.hu/img/products//medium/MEROSZALAG_50M_MTP50_BEOROL_DB.jpg;;8403;HUF;0.00;"400 g";3011;2480
"STREND PRO";"AUTÓS PUMPA MÉRŐÓRÁS 256108 DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/autos-pumpa-merooras-256108-db_p3012;2385;https://www.online-gazda.hu/img/products//medium/AUTOS_PUMPA_MEROORAS_256108_DB.jpg;"Mérőórás fémházas kézi pumpa.";8404;HUF;0.00;"1.000 kg";3012;1878
"Wolker Kft.";"SPANIFER 0.8T 4MX25MM DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/spanifer-0-8t-4mx25mm-db_p3013;1615;https://www.online-gazda.hu/img/products//medium/SPANIFER_0_8T_4MX25MM_DB.jpg;"Rakományrögzítő csúcsos horoggal, két részes, 4mx25mm 800kg-iG. -Teherbírás: 800 kg&nbsp; - Hosszúság: 4 m&nbsp; - Szélesség: 25 mm&nbsp; - Névleges feszítő erő: 800 daN  GS/TÜV minősítéssel rendelkező spanifer";8405;HUF;0.00;"300 g";3013;1272
"STREND PRO";"OLDALCSíPŐ FOGÓ 160 229170 DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/oldalcsipo-fogo-160-229170-db_p3014;980;https://www.online-gazda.hu/img/products//medium/OLDALCSiPO_FOGO_160_229170_DB.jpg;"Oldalcsípő fogó 160mm";8406;HUF;0.00;"300 g";3014;772
"AGRO.bio Hungary Kft.";"BACTOFIL CELL 1/1";"Biokertészet > Egyéb bio szerek és adalékok";https://www.online-gazda.hu/bactofil-cell-1-1_p3015;14250;https://www.online-gazda.hu/img/products//medium/BACTOFIL_CELL_1_1.jpg;"Szár- &nbsp;és gyökérmaradvány bontó mikrobiológiai készítmény. A BactoFil®CELL-ben található Cellvibrio ostraviensis törzs képes a lignocellulóz és a hemicellulóz igen hatékony elbontására. Csak ezek lebomlása után lehetséges az egyébként könnyebb feladatot jelentő cellulózbontás.  Jelenleg az egyetlen olyan kukoricaszár-bontó termék a piacon, amelyben a szárbontásért felelős Cellvibrio ostraviensis törzs mellett két kísérő baktérium található. Használatával egyrészt kedvező állapotba hozzuk a talajszerkezetet, kiszűrjük a káros pentozán hatást, másrészt a szár- és gyökérmaradványokban 100%-ban szerves kötésben lévő tápanyagokat a következő növény számára felvehetővé alakítjuk. Biztosítja a szárbontásban közreműködő baktériumok számára a nitrogént.  Felhasználás  A tarló, levél- és szármaradványok kezelésére, cellulóz tartalmuk lebontásának gyorsítására, a talaj mikrobiális életének serkentésére. 1,0–1,5 l/ha mennyiségben szántóföldi permetezőgéppel 150–250 l vízmennyiséggel, vagy speciális kijuttató berendezéssel (T-Jet) 30–100 l vízmennyiséggel, a tarlómaradványokra kijuttatva és a talajba bedolgozva. Hatékonysága nedvesítő szer hozzáadásával fokozható.  A BactoFil®CELL talajműveléssel egy menetben már fagypont felett alkalmazható.  Eltarthatóság: 5 °C hőmérsékleten 8 hónapig, 5–10 °C hőmérsékleten 6 hónapig, 10–20 °C hőmérsékleten 1 hónapig";8407;HUF;0.00;"1.40 kg";3015;11220
OROSCO;"PAPRIKA PRITADOR F1 500 SZ.";"Vetőmag > Profi zöldségfélék";https://www.online-gazda.hu/paprika-pritador-f1-500-sz_p3016;6750;https://www.online-gazda.hu/img/products//medium/PAPRIKA_PRITADOR_F1_500_SZ.jpg;"Korai bevétel, magas darabszám, nagy méret Korai, jó terméskötődésű, bőtermő újdonság. Erős gyökérzetű és növekedésű. Lombja a terméseket jól takarja, véd a napégéstől. Nagyméretű, súlyos bogyói magház-penészesedésre nem hajlamosak. Ágrendszere erős, szép színe és kiváló szelet kihozatalának köszönhetően ipari feldolgozásra is alkalmas. Hajtatásra és szabadföldre egyaránt tökéletes, „termelőbarát” fajta.  IR: Xcv:0-3 &nbsp;(Xantomonas)";8408;HUF;0.00;"80 g";3016;5315
"Harmath Ker. Bt";"BORÉLESZTŐ UVAFERM 228 DB";Borászat;https://www.online-gazda.hu/boreleszto-uvaferm-228-db_p3017;450;https://www.online-gazda.hu/img/products//medium/BORELESZTO_UVAFERM_228_DB.jpg;"UVAFERM 228 AROMAFELSZABADÍTÓ, HIDEGTŰRŐ BORÉLESZTŐ FEHÉRBOR ÉS GYÜMÖLCSCEFRE ERJESZTÉSHEZ  Illatos, fajtajelleges, szép fehérborok (Muscat és Irsai fajták, Cserszegi, Tramini, Chardonnay stb.) intenzív fajta- és gyümölcsillatú párlatok (meggy, alma, körte, birsalma, szőlő)  TERMÉK, TÖRZS: Szelektált, szárított Saccharomyces cerevisiae fajélesztő. Danstar-i kutatómunka eredménye, törzsneve: D51 228. Steinberger néven is ismert. Az FVM Egri Szőlészeti és Borászati Kutató Intézet ajánlásával.  ERJESZTÉSI VISELKEDÉS: A 228-nak igen rövid az előerjedési fázisa (2-6 óra). A 228-cal erjesztett borok kiemelkedően aromagazdagok (erős ß-glükozidáz aktivitás) és gyönyörűen tisztulnak.  ALKOHOLREZISZTENCIA: A 228 16 tf%-ig alkoholtűrő.  HABKÉPZÉS: Nem képez habot.  HŐMÉRSÉKLETIGÉNY: A 228 erjesztési aktivitása 6-7 oC-on kezdődik. Optimális erjedési hőmérséklettartománya 15 és 25 oC között van. 18-20 oC között hozza az élesztő az aromamaximumot, ehhez a maximumhoz képest alacsonyabb hőmérsékletű erjesztésnél kissé visszafogottabb, viszont elegánsabb lesz a bor illata.  ALKALMAZÁSI TERÜLET ÉS ADAGOLÁS: A 228 az érzékszervi tulajdonságokat pozitívan befolyásolja, hidegerjesztésnél (15 oC alatt is) látványosan fokozza a fajtajelleget. Elsősorban olyan fajtáknál ajánlott, melyek aromaanyagai között a terpénalkoholok jelentős szereppel bírnak (muskotály fajták, Chardonnay, Irsai Olivér, Cserszegi fűszeres, Tramini, Leányka, Királyleányka stb.). A 228 egyébként a még elsődleges illatban szegény Furmint fajtából is kihozza a fajtajelleget. Chardonnay fajtát telt, testes, fajtajelleges karakterűre erjeszti. Barrikbanerjesztésre, chipses együtterjesztésre is kiválóan alkalmas. Az almasavbontó baktériumokkal kompatibilis élesztő.&nbsp; Ajánljuk még illatos, fajtajelleges rozé borok erjesztésére.  ADAGOLÁS: Fehérborok mustja 20-30 g/hl Rozé erjesztés 30 g/hl Barrikban erjesztés 30-50 g/hl Vontatott vagy leállt erjedés esetén 30-50 g/hl  MUSTHOZ, CEFRÉHEZ ADÁS: REHIDRATÁCIÓ UTÁN. Az optimális élesztőaktivitás eléréséhez a szárított élesztőt kb. 10x-es mennyiségű 35-40 oC (max. 40 oC) hőmérsékletű KLÓRMENTES ivóvízben folyamatos keverés közben feloldjuk. 15 perces állásidő után a rehidratált élesztőt az erjesztendő tételhez adjuk. Az élesztőt az erjesztendő tételben jól keverjük el! A beoltásnál vigyázzunk, hogy a rehidratált élesztő és a beoltandó anyag hőmérséklete közötti különbség ne haladja meg a 10 oC-ot. Megoldás: egy- vagy kétlépéses szoktatás.  TÁROLÁS: Száraz, hűvös helyen tárolva 36 hónapig megfelelő aktivitású marad. Optimális tárolási körülmények: száraz hely, 5-15 oC hőmérséklet. Felbontás után felhasználandó!&nbsp;";8409;HUF;0.00;"30 g";3017;354
"Yara Hungária";"KALCIUM NITRÁT KEMIRA 2/1";"Műtrágyák > Vízoldható";https://www.online-gazda.hu/kalcium-nitrat-kemira-2-1_p3018;580;https://www.online-gazda.hu/img/products//medium/KALCIUM_NITRAT_KEMIRA_2_1.jpg;"A növények számára azonnal felvehető és gyors kalcium pótlást biztosító készítmény, jelentős nitrogén tartalommal. A műtrágya szilárd fejtrágyázásra, tápoldatozásra és levéltrágyázásra egyaránt alkalmazható, elsősorban az intenzív növekedési szakasz kezdetétől, többszöri kezeléssel a kalciumhiány megelőzésére, kezelésére.";8410;HUF;0.00;"2.10 kg";3018;457
